STN Code,Dissolved Oxygen,Location Name,State Name,Year,pH,Conductivity,BOD,Nitrate N + Nitrite N,Fecal Coliform,Total Coliform,WQI,lat,lon
1576,7.050000000000001,PERIYAR LAKE AT THEKKADY,KERALA,2019,7.35,50.5,0.5,0.045000000000000005,396.0,551.0,55.725216995109804,9.5804995,77.181142
1577,5.800000000000001,KODUNGALLOOR,KERALA,2019,5.85,14002.0,1.1,0.69,1160.0,1940.0,61.38744583245288,10.2269615,76.19840495
1578,4.0,KAYAMKULAM,KERALA,2019,7.85,35853.0,2.85,0.505,901.0,1360.0,119.20788922513013,9.1723603,76.500061
1579,5.3,ALAPPUZHA,KERALA,2019,7.199999999999999,2877.0,3.0,0.495,301.0,555.0,82.24427895112845,9.5006651,76.41241428564258
1580,7.05,POOKOTE,KERALA,2019,7.300000000000001,31.0,1.45,0.115,21.0,60.0,54.862688629119454,10.3528744,76.5120396
2312,7.0,LAKE VEMBANAD AT PATHIRAMANAL (ALAPPUZHA),KERALA,2019,7.15,4916.5,2.4,0.115,91.0,160.0,63.561609376380034,10.3528744,76.5120396
2318,7.199999999999999,PAZHASSI RESERVOIR (KANNUR),KERALA,2019,7.35,64.0,0.65,0.07,82.5,270.0,49.337081067967134,10.3528744,76.5120396
2328,7.0,RSVR AT MALAMPUZHA,KERALA,2019,7.199999999999999,106.0,1.7,1.0,246.0,351.0,60.73758595394694,10.3528744,76.5120396
2329,7.95,RSVR AT BHOOTHATHANKETU,KERALA,2019,7.15,34.0,1.4500000000000002,0.66,1279.0,2355.0,76.33730896716072,10.3528744,76.5120396
2330,7.8,RSVR AT EDAMALAYAR,KERALA,2019,7.4,28.0,1.6,0.105,127.0,165.0,56.68530669648398,10.3528744,76.5120396
3470,3.15,VELLAYANI LAKE AT VANDITHADOM,KERALA,2019,6.65,172.5,3.4000000000000004,0.05,520.0,1200.0,90.9243605790785,8.4882267,76.947551
1373,7.8,UPPER LAKE AT BHOPAL (INTAKE POINT),MADHYA PRADESH,2019,7.95,295.5,1.9500000000000002,4.295,2.0,175.0,67.08297980134654,19.12195775,72.90929420210506
1374,7.15,LOWER LAKE AT BHOPAL OUTLET M.P.,MADHYA PRADESH,2019,8.0,368.0,6.6,10.989999999999998,155.0,1260.0,116.6140467797421,23.8143419,77.5340719
1466,8.25,MULTAI TANK LAKE AT VILLA. KHARI ON BETUL-AMRAVATI ROAD M.P(.RIVER TAPTI NEAR AMARAWATI,MADHYA PRADESH,2019,7.75,316.0,1.35,1.145,2.0,875.0,55.95057030349478,23.8143419,77.5340719
2128,7.8500000000000005,KHANDARI RESERVOIR WATER OFF TAKE POINT,MADHYA PRADESH,2019,7.7,326.0,1.4500000000000002,0.77,7.0,20.0,57.774969240771114,23.8143419,77.5340719
2130,6.4,MADHAV LAKE,MADHYA PRADESH,2019,7.8999999999999995,737.5,2.35,0.9099999999999999,4.0,79.0,76.2421793263044,25.37412155,77.82788660942335
2131,6.95,YASHWANT SAGAR AT INDORE,MADHYA PRADESH,2019,8.0,871.0,1.55,1.285,2.0,69.5,68.27434420024328,23.8143419,77.5340719
2132,7.15,BILAWALI TALAB AT INDORE,MADHYA PRADESH,2019,8.3,409.0,1.85,2.195,2.0,114.0,75.1819764963715,23.8143419,77.5340719
2133,6.7,SIRPUR TALAB AT INDORE,MADHYA PRADESH,2019,8.1,612.5,1.85,1.08,2.0,79.5,73.7910248734693,23.8143419,77.5340719
2134,7.0,NAGCHUN TALAB AT KHANDWA,MADHYA PRADESH,2019,7.95,335.0,1.2,0.585,2.0,38.5,63.86572316819778,23.8143419,77.5340719
2135,6.800000000000001,GOVINDGARH LAKE,MADHYA PRADESH,2019,7.449999999999999,334.5,1.2,0.265,2.0,23.5,56.11096170315288,23.8143419,77.5340719
2136,7.25,SHAHPURA LAKE AT WEIR NEAR AYUSHMAN HOSPITAL,MADHYA PRADESH,2019,8.1,413.0,7.85,18.765,121.0,1335.0,129.05763007757866,23.2584857,77.401989
2137,7.75,UPPER LAKE AT YATCH CLUB,MADHYA PRADESH,2019,8.15,279.0,2.5,5.105,2.0,175.0,75.74847946552451,23.8143419,77.5340719
2138,7.9,UPPER LAKE AT KARBALA CLUB,MADHYA PRADESH,2019,8.05,280.5,2.35,4.08,2.0,170.0,71.85052038787654,23.8143419,77.5340719
2139,7.8999999999999995,UPPER LAKE AT BAIRAGARH CLUB,MADHYA PRADESH,2019,8.05,271.0,2.1,5.675,2.0,190.0,69.81412489364936,23.8143419,77.5340719
2140,7.65,KERWA DAM NEAR REST HOUSE,MADHYA PRADESH,2019,7.9,266.5,2.3,2.125,2.0,58.0,69.76554675332916,23.2664845,77.4130845
2141,8.25,JANUNIA TALAB NEAR W/S,MADHYA PRADESH,2019,7.9,1253.0,2.05,1.86,2.0,140.0,64.87345884524183,23.8143419,77.5340719
2142,6.25,KALISINDH RESERVOIR AT SARANGPUR,MADHYA PRADESH,2019,8.45,407.5,1.75,0.43,2.0,24.0,81.01703088961669,23.87167065,76.77447033719486
3296,7.5,CHORAL DAM NEAR INDORE,MADHYA PRADESH,2019,8.0,480.5,1.4,1.85,2.0,51.0,64.27174651278948,23.8143419,77.5340719
4614,7.1,SUPTAL JABALPUR,MADHYA PRADESH,2019,7.6499999999999995,457.5,3.2,1.0150000000000001,20.5,270.0,76.41648137410601,23.8143419,77.5340719
4615,6.95,GANGA SAGAR JABALPUR,MADHYA PRADESH,2019,7.800000000000001,496.0,3.6,1.45,25.0,270.0,83.43817804464659,23.8143419,77.5340719
4622,7.0,KOPTAL LAKE AT WATER SUPPLY INTAKE POINT CHHATARPUR,MADHYA PRADESH,2019,7.85,293.0,1.05,0.23,2.0,13.0,60.74846194072985,23.8143419,77.5340719
1425,7.2,LOKTAK LAKE AT THANA,MANIPUR,2019,7.15,192.0,3.4,0.025,3.5,112.5,68.44924622070955,24.7208818,93.9229386
1426,7.6499999999999995,LOKTAK LAKE AT BISHNUPUR,MANIPUR,2019,7.35,1286.0,3.35,0.03,28.5,55.0,70.09632321003926,24.7208818,93.9229386
1630,6.75,LOKTAK LAKE AT KARANG ISLAND,MANIPUR,2019,7.35,280.5,3.0,0.025,2.0,55.0,70.51840285464091,24.7208818,93.9229386
1347,6.1,UMIAM LAKE AT BARAPANI,MEGHALAYA,2019,7.25,107.0,6.800000000000001,0.925,1620.0,3150.0,142.09955597564752,25.5379432,91.2999102
1348,6.800000000000001,WARD'S LAKE AT SHILLONG,MEGHALAYA,2019,7.25,147.5,4.3,0.54,1220.0,2715.0,107.62011218593722,25.5379432,91.2999102
1459,7.05,THADLASKEIN LAKE,MEGHALAYA,2019,7.0,48.5,1.7,0.485,22.5,162.0,51.96866678168187,25.5379432,91.2999102
3346,5.050000000000001,UMIAM LAKE AT OUTFALL OF UMIAM RIVER INTO LAKE,MEGHALAYA,2019,7.2,137.5,7.75,1.045,1745.0,3650.0,157.58949532853816,25.87640255,91.85675741641606
3347,6.25,UMIAM LAKE AT MIDDLE POINT,MEGHALAYA,2019,7.6,110.0,6.55,0.9850000000000001,1555.0,2900.0,143.75329540207522,25.87640255,91.85675741641606
3348,6.1,UMIAM LAKE ATNEAR UNITED CHRISTIAN COLLEGE,MEGHALAYA,2019,7.6,115.0,7.0,0.755,1490.0,3750.0,147.1839975915286,25.87640255,91.85675741641606
3349,7.1,TASEK LAKE AT SONGSAK (NAPHAK),MEGHALAYA,2019,7.199999999999999,72.5,1.9,0.355,34.0,195.0,57.22286782014473,25.61849455,90.63421621777748
2437,7.4,CHILKA LAKE AT SATAPADA (RAMSAR SITE),ODISHA,2019,7.3999999999999995,22998.0,1.5,0.72,860.0,1789.0,79.45590876960846,20.5431241,84.6897321
2438,6.5,ANSHUPA LAKE KADALIBARI,ODISHA,2019,7.5,157.0,1.4500000000000002,0.545,1760.0,2785.0,100.14262920273643,20.4574941,85.6048965413869
3953,7.35,CHILKA AT RAMBHA,ODISHA,2019,7.9,20996.0,1.85,2.315,551.0,2450.0,84.51252537880949,20.5431241,84.6897321
3954,6.75,TAMPADA LAKE AT CHHATRAPUR,ODISHA,2019,7.550000000000001,874.5,4.2,0.7150000000000001,1750.0,2700.0,124.08832349415339,20.5431241,84.6897321
3955,6.75,ANSHUPA AT SUBARANAPUR,ODISHA,2019,7.3,158.5,1.2999999999999998,0.6399999999999999,710.0,2395.0,70.82825686220087,20.5431241,84.6897321
3956,6.9,ANSHUPA AT BISHNUPUR,ODISHA,2019,7.15,155.5,1.5499999999999998,0.8,2320.0,3605.0,105.63045375732155,20.5431241,84.6897321
3957,7.3999999999999995,ANSHUPA AT SARANDAGARH,ODISHA,2019,7.199999999999999,158.5,1.25,1.635,1660.0,2365.0,86.64871401337919,20.5431241,84.6897321
1382,7.300000000000001,HARIKE LAKE D/S FROM CANAL,PUNJAB,2019,7.699999999999999,302.0,2.45,0.8999999999999999,1230.0,2800.0,96.96256766750851,30.9293211,75.5004841
2912,8.05,RANJIT SAGAR RESERVOIR,PUNJAB,2019,7.550000000000001,189.0,0.5,0.1,34.5,73.5,46.316589939789615,30.9293211,75.5004841
2937,6.85,SILISERH LAKE,RAJASTHAN,2019,7.75,230.0,2.35,1.9000000000000001,24.0,47.5,71.90521142183383,27.41400485,76.61703869600933
2938,4.1,RAJSAMAND LAKE,RAJASTHAN,2019,8.1,565.0,1.98,2.035,52.0,134.0,88.66265852672096,25.07747625,73.88626319669183
2939,4.4,RAJSAMAND LAKE,RAJASTHAN,2019,8.1,550.0,1.62,2.095,52.0,134.0,84.0358537453868,25.07747625,73.88626319669183
2940,6.0,GAPE- SAGAR LAKE,RAJASTHAN,2019,8.0,790.0,2.56,2.05,52.0,142.5,82.9737173324691,23.8538893,73.7087177
2941,7.25,JAISAMAND LAKE,RAJASTHAN,2019,8.1,585.0,1.5,1.9000000000000001,25.0,88.0,68.64117635673215,24.13770075,74.04723864534469
2942,7.4,JAISAMAND LAKE,RAJASTHAN,2019,8.15,570.0,1.25,1.8900000000000001,36.5,74.0,66.82134935049253,24.13770075,74.04723864534469
2943,4.3,LODHA TALAB,RAJASTHAN,2019,7.9,980.0,3.5,2.3049999999999997,86.5,180.0,98.57929473462374,23.49150465,74.35021720129201
2944,2.9,JALMAHAL,RAJASTHAN,2019,8.45,3750.0,16.6,2.665,139.5,290.0,232.67334376715442,26.9464166,75.8481731
4795,4.45,NELA TALAB,RAJASTHAN,2019,8.45,1320.0,5.25,1.71,130.0,267.5,123.88751172861555,24.578721,73.6862571
1420,6.75,KODAI KANAL LAKE,TAMIL NADU,2019,7.1,118.5,3.9499999999999997,1.775,54.5,73.5,75.90997413765152,10.9094334,78.3665347
1452,5.9,YERCAUD LAKE,TAMIL NADU,2019,7.300000000000001,449.5,3.05,1.95,379.5,970.0,82.98690024744339,11.7832744,78.21046871339286
3007,5.550000000000001,VEERANAM LAKE AT CUDDALORE,TAMIL NADU,2019,8.0,485.5,6.45,2.23,121.0,305.0,121.08861135357934,10.9094334,78.3665347
3010,5.5,PORUR LAKE AT THIRUVALLUR,TAMIL NADU,2019,8.25,1350.5,9.0,1.4,195.0,1400.0,150.22201976123236,10.9094334,78.3665347
3011,4.8,PULICATE LAKE AT THIRUVALLUR,TAMIL NADU,2019,7.2,41850.0,5.5,1.525,341.0,465.0,116.38273749730281,10.9094334,78.3665347
1391,2.5999999999999996,HUSSAIN SAGAR LAKE,TELANGANA,2019,7.45,1433.0,21.0,10.5,470.0,920.0,263.50582303227577,17.42291125,78.47542103126167
1789,5.2,HIMAYAT SAGAR LAKE,TELANGANA,2019,7.75,412.0,3.0,4.5,5.0,40.0,85.49941187124558,17.4755464,78.3029526
3069,4.5,SHAMEERPET LAKE,TELANGANA,2019,7.45,699.0,3.5,1.2799999999999998,2.0,19.0,87.7265728014069,17.7385691,79.130207
3070,0.8,FOX SAGAR,TELANGANA,2019,7.5,1651.5,17.0,3.7,25.5,435.0,226.98585404934553,17.5258589,78.46905021499732
3071,0.05,LANGARHOUSE LAKE,TELANGANA,2019,7.449999999999999,1271.5,20.0,5.64,35.0,470.0,256.62845413492914,17.360589,78.4740613
3072,0.05,SAFILGUDA LAKE,TELANGANA,2019,7.35,1515.5,22.0,10.6,23.0,450.0,272.92304386467276,17.46338775,78.53627735570706
3073,0.5,HASMATHPET LAKE,TELANGANA,2019,7.35,1416.5,27.0,17.0,24.0,455.0,315.7194660255163,17.47582539878519,78.48473706511365
3074,0.9,BANJARA LAKE,TELANGANA,2019,7.5,1138.0,18.0,2.8,22.0,410.0,235.06189374552096,17.410768,78.44854448849662
4229,0.5,NEKNAMPUR LAKE,TELANGANA,2019,7.449999999999999,1764.5,27.0,10.1,53.5,380.0,317.41436545080364,17.8495919,79.1151663
4234,2.85,UMDA SAGAR LAKE,TELANGANA,2019,7.949999999999999,1361.5,18.0,7.0,70.0,430.0,235.06640553115494,17.2611444,78.3931943
4235,3.4,LAKE KAMUNI ( SHAMSHABAD LAKE),TELANGANA,2019,7.6499999999999995,1684.5,20.6,9.055,91.0,245.0,250.94862729778845,17.8495919,79.1151663
4667,0.05,SURRAM CHERUVU (PALLE CHERUVU),TELANGANA,2019,7.25,2343.5,47.0,17.12,34.5,625.0,493.679279721856,17.3714879,78.5727265
4668,1.4,CHINNARAYAN CHERUVU,TELANGANA,2019,7.75,1498.0,45.0,46.31,31.5,325.0,481.02897854065134,17.5022292,78.5088584
4669,1.05,PEDDA CHERUVU,TELANGANA,2019,7.5,1849.5,26.0,15.0,14.0,215.0,306.4277367712955,14.0230123,80.088645
4672,1.85,MEDI KUNTA (WIPRO LAKE),TELANGANA,2019,7.300000000000001,1439.0,22.0,16.23,12.0,250.0,263.70616229217603,17.4129831,78.338635
4673,1.4,MEEDI KUNTA (BK ENCLAVE LAKE),TELANGANA,2019,7.3,1088.0,12.0,7.7,24.0,325.0,176.6221861314868,17.8495919,79.1151663
4674,0.1,MEEDI KUNTA,TELANGANA,2019,7.5,1230.0,18.0,4.85,21.0,285.0,239.1052422963574,17.4834409,78.3611316
4676,2.75,BANDA CHERUVU,TELANGANA,2019,7.4,1505.0,36.0,36.230000000000004,16.0,215.0,387.32276702811896,17.4612372,78.54639010482663
4681,6.3,PHAKAL CHERUVU,TELANGANA,2019,7.55,245.5,2.5,1.05,2.0,9.0,71.82277478081429,17.9305758,79.893639
4682,1.1,BANDAM CHERUVU,TELANGANA,2019,7.65,1508.5,18.0,15.5,116.0,380.0,240.24679692801809,18.0068629,79.5578719
4683,4.3999999999999995,PEDDA CHERUVU,TELANGANA,2019,7.3,602.0,3.5,1.45,18.5,170.0,85.9997808841664,14.0230123,80.088645
4684,4.5,CAMPUS LAKE,TELANGANA,2019,7.05,484.0,3.2,5.815,21.0,470.0,79.09641260186461,28.6264459,77.1609878
4685,6.35,SURISIGAL LAKE ICRISAT,TELANGANA,2019,7.050000000000001,1521.0,7.5,12.879999999999999,4.0,340.0,108.85689936770989,17.8495919,79.1151663
4686,5.6,ICRISAT LAKE,TELANGANA,2019,7.1,982.0,7.8,10.415,4.5,700.0,115.69065279999819,28.6264459,77.1609878
4687,6.050000000000001,RED LAKE,TELANGANA,2019,7.050000000000001,910.5,12.0,12.495000000000001,31.0,6140.0,151.8386031082613,28.6264459,77.1609878
4688,6.35,NARINJA LAKE,TELANGANA,2019,7.25,542.0,2.35,9.34,2.0,0.0,66.01688307132787,17.8495919,79.1151663
4690,2.85,BANJARA KUNTA (SINGADI KUNTA(,TELANGANA,2019,7.25,750.0,10.0,15.735,10.0,242.0,151.549358374504,17.4057955,78.4006536
4691,1.05,NAGOLE CHERUVU,TELANGANA,2019,7.35,1212.0,11.0,13.0,30.0,390.0,171.07557058998464,17.4025091,78.5612562
4692,1.6,RAMANTHAPUR CHERUVU,TELANGANA,2019,7.3,968.5,11.0,13.5,19.0,340.0,167.3079595793546,17.40163895,78.54037494148633
4693,0.9500000000000001,PATEL CHERUVU,TELANGANA,2019,7.35,986.0,15.0,3.2,19.5,334.0,205.5993617425068,17.497296050000003,78.35078775289792
4694,1.6500000000000001,MUNDLA KATWA,TELANGANA,2019,7.4,1497.5,30.0,15.225,17.0,763.0,337.34829310386755,17.4685307,78.4206695
4695,1.05,KHAJA KUNTA,TELANGANA,2019,7.4,1470.5,61.5,42.15,28.0,975.0,622.3034402157141,17.4930841,78.4054408
4696,1.35,PARKI CHERUVU,TELANGANA,2019,7.5,1633.0,29.0,45.870000000000005,36.0,270.0,335.36557583205035,17.4311452,78.3920499
4697,0.05,MUKKIDI CHERUVU (RAMAKRISHNAPURAM LAKE),TELANGANA,2019,8.15,1240.0,26.5,47.9,2.0,20.5,330.09883827311734,17.8495919,79.1151663
4698,1.35,MANNEVARI KUNTA,TELANGANA,2019,7.05,2208.0,51.5,51.935,17.0,325.0,527.1092903142946,17.8495919,79.1151663
4699,2.9,KAPRAI CHERUVU,TELANGANA,2019,7.25,350.0,3.0,2.5,2.0,0.0,87.57847760962919,17.3281147,78.6045399
4701,0.5,LINGAM KUNTA,TELANGANA,2019,7.25,1495.0,23.0,14.5,25.5,345.0,278.32829733064113,17.8495919,79.1151663
4702,1.85,PEDDA CHERUVU - KHAJA GUDA,TELANGANA,2019,7.5,1520.5,24.0,16.14,133.0,785.0,287.68617921534195,17.8495919,79.1151663
4705,1.95,KOTHA CHERUVU (ALWAL CHERUVU),TELANGANA,2019,7.6499999999999995,1747.5,44.0,56.555,25.5,355.0,468.84383959795815,17.5022292,78.5088584
4677,1.6500000000000001,LINGAM CHERUVU,TELANGANA,2019,7.35,1853.5,37.0,32.1,15.0,175.0,400.19384968799153,17.5402262,78.4399957
4678,0.55,PATEL CHERUVU,TELANGANA,2019,7.35,1506.5,42.0,19.0,25.0,445.0,448.51908816634744,17.497296050000003,78.35078775289792
4679,0.5,HUDA PARK LAKE/ BUMRUKH KHAN DOWLA,TELANGANA,2019,7.4,1831.0,32.0,2.79,40.0,390.0,359.72639303251054,17.8495919,79.1151663
4680,6.199999999999999,LAKNAVARAM CHERUVU,TELANGANA,2019,8.15,229.0,2.5,1.3,2.0,0.0,82.73980221158996,18.14801745,80.0603249660266
1727,6.550000000000001,LAXMI NARAYAN BARI PALACE COMPOUND,TRIPURA,2019,7.35,151.0,1.55,0.255,122.0,185.0,61.325900640283876,23.7750823,91.7025091
1728,6.95,RUDRASAGAR,TRIPURA,2019,7.0,150.0,2.05,0.305,100.0,205.0,57.27540595613825,23.4995742,91.31765830218896
3391,6.949999999999999,DHAMBUR LAKE,TRIPURA,2019,7.300000000000001,176.5,1.73,1.615,102.0,185.0,59.83871924845743,23.8253158,91.9732226716333
4192,7.25,MBB COLLEGE LAKE,TRIPURA,2019,7.199999999999999,138.5,1.6400000000000001,1.05,96.5,180.0,55.67006040813484,23.7750823,91.7025091
4193,7.2,DIMASAGAR LAKE,TRIPURA,2019,7.35,141.5,1.7,1.34,94.0,175.0,59.02122255077717,13.082322898581031,80.28700843668356
1364,9.2,RAMGARH LAKE,UTTAR PRADESH,2019,7.85,458.0,4.7,0.0,9600.0,18700.0,299.02806579093,27.0487062,76.05148839669879
2499,7.15,SAMARPUR JHEEL,UTTAR PRADESH,2019,8.3,405.0,4.5,0.48,4600.0,6350.0,201.58691491083314,26.20867685,81.21862977045768
1765,8.2,RABINDRASAROVAR NATIONAL LAKE,WEST BENGAL,2019,8.05,404.5,3.0,0.935,3600.0,8850.0,157.39056275483622,22.5726459,88.3638953
2519,7.75,KOCHBIHAR LAKE (SAGAR DIGHI),WEST BENGAL,2019,7.65,59.5,2.0,0.63,3350.0,16500.0,139.81124038442186,22.9964948,87.6855882
2520,4.5,MIRIKH LAKE,WEST BENGAL,2019,7.15,123.0,16.4,1.42,5800.0,16500.0,328.5583287285328,22.9964948,87.6855882
2521,7.55,WATER RESERVIOR AT DELO LAKE,WEST BENGAL,2019,6.949999999999999,56.0,1.3,0.47,150.0,310.0,48.00888416250486,22.9964948,87.6855882
2522,7.699999999999999,SINCHAL LAKE FOR DARJEELING,WEST BENGAL,2019,7.45,28.5,1.4,1.125,120.0,305.0,56.251483308261975,22.9964948,87.6855882
2539,8.0,BELBONI LAKE NEAR BARJORA,WEST BENGAL,2019,7.8,214.5,2.625,0.43000000000000005,1250.0,2355.0,97.1531420706034,22.9964948,87.6855882
2544,8.8,SAHEBBANDH AT PURULIA,WEST BENGAL,2019,8.05,477.5,4.075,0.45999999999999996,9500.0,15250.0,295.96934651032984,22.9964948,87.6855882
4720,7.199999999999999,LAKE RASIKBHEEL AT COOCHBEHAR,WEST BENGAL,2019,7.6,91.5,2.05,0.72,355.0,1950.0,72.54873434717204,22.9964948,87.6855882
4725,7.5,WATER RESERVIOR ST. HELENS SCHOOL,WEST BENGAL,2019,7.199999999999999,25.5,1.35,0.505,120.0,305.0,52.36336994743678,22.9964948,87.6855882
4729,6.7,JOREPOKHARI LAKE AT SUKHIAPOKHARI,WEST BENGAL,2019,7.1,35.5,1.7000000000000002,0.425,90.0,185.0,56.87765356345875,22.9964948,87.6855882
1790,4.3,PULICATE LAKE,ANDHRA PRADESH,2020,7.7,37960.0,2.5,1.095,3.0,142.5,92.45112746688736,13.69533305,80.05929292562215
2353,5.2,KONDAKARLA-AAVA LAKE,ANDHRA PRADESH,2020,7.7,735.0,3.5999999999999996,2.775,19.0,305.0,90.19426067167757,17.60320265,83.00084455498865
4368,2.95,KOLLERU LAKE KOKKIRAYALANKA (V),ANDHRA PRADESH,2020,7.6,7237.5,3.95,4.96,17.0,625.0,104.08576009464505,15.9240905,80.1863809
1529,8.7,DEEPAR BEEL,ASSAM,2020,7.65,214.0,2.95,1.4,605.0,1110.0,79.61519732303871,26.4073841,93.2551303
2205,5.5,MER BEEL AT MADHABPUR,ASSAM,2020,7.199999999999999,82.5,1.75,0.8,330.0,1060.0,70.38538279448082,26.4073841,93.2551303
2206,4.75,DALONI BEEL NEAR JOGIGHOPA,ASSAM,2020,7.55,55.0,1.75,0.75,181.0,605.0,76.65890880063324,26.4073841,93.2551303
2218,7.85,DEEPAR BEEL AT BORAGAON NEAR IASST,ASSAM,2020,7.55,216.5,3.3499999999999996,1.6,515.0,930.0,83.50047781967518,26.1805978,91.753943
3785,0.3,BORBEEL NO. 1,ASSAM,2020,7.35,225.0,1.7,0.7,2.0,2.0,90.09092711054986,17.4114232,78.5076081
3787,7.0,HOLUDUNGA BEEL NEAR GAI NADI/ RIVER AT SOMARAJAN,ASSAM,2020,7.449999999999999,81.0,2.1,0.7,515.0,1350.0,74.75351880128167,26.4073841,93.2551303
3789,6.3,BORDOIBAM BEELMUKH BIRD SANCTUARY,ASSAM,2020,7.5,203.5,1.9500000000000002,1.0499999999999998,515.0,1350.0,77.72656875211723,27.5945155,94.71920979201424
3798,4.949999999999999,SAMAGURI BEEL IN NAGAON DISTRICT,ASSAM,2020,7.3,102.5,2.05,0.95,515.0,930.0,81.50889465432273,26.42493645,92.85218098437932
3800,4.25,MALINI BEEL NEAR INDUTRIAL AREA AT RAMNAGAR,ASSAM,2020,6.800000000000001,139.0,2.35,0.9,330.0,930.0,74.76214562601253,26.4073841,93.2551303
3804,4.949999999999999,SON BEEL WATER AT KARIMGANJ,ASSAM,2020,7.05,128.0,1.7999999999999998,0.95,510.0,1360.0,74.94674396582468,26.4073841,93.2551303
3808,6.25,PARASHALI BEEL AT DEMORIA,ASSAM,2020,7.050000000000001,122.0,2.1500000000000004,1.35,605.0,1410.0,73.9466010283449,26.4073841,93.2551303
3812,3.5,KAMALPUR BEEL,ASSAM,2020,7.35,1153.5,25.85,3.0999999999999996,730.0,2450.0,305.59494755209073,26.3349031,91.71447008208972
3814,1.3499999999999999,SILSAKO BEEL,ASSAM,2020,7.35,505.0,14.65,1.6500000000000001,2000.0,3550.0,244.84166547179427,30.0476434,79.7902465
3819,1.2999999999999998,SORU SOLA BEEL,ASSAM,2020,7.15,498.5,26.75,4.0,2650.0,7950.0,364.33522223438047,26.1794742,91.7525068
3820,1.25,BORSOLA BEEL,ASSAM,2020,7.15,482.5,30.15,2.65,3150.0,8900.0,405.7972772387575,26.17399005,91.7466660080891
3821,4.6,DIPLAI BEEL AT SILGARA,ASSAM,2020,7.3,54.0,1.7999999999999998,0.8,515.0,880.0,80.9415008239728,26.49121035,90.1215209027452
4337,6.05,KAMALABARI LAKE INSIDE KAMALABARI CHILDREN,ASSAM,2020,7.15,45.0,1.9500000000000002,0.65,2.0,466.0,61.22705622160956,27.996243900000003,73.3343370898198
2557,9.75,KAWAR LAKE,BIHAR,2020,8.15,234.0,3.75,0.155,80390.0,81350.0,1873.615171329324,25.5125411,86.08833919362361
2571,10.55,MOTI JHEEL AT MOTIHARII,BIHAR,2020,8.5,838.5,13.9,0.52,14550.0,81650.0,508.87190691217586,25.6440845,85.906508
4296,11.5,SIKANDRAPUR,BIHAR,2020,8.35,694.0,10.149999999999999,0.395,28050.0,48300.0,759.8353911271433,25.6625441,77.90012166111927
2046,8.45,SUKHNA LAKE,CHANDIGARH,2020,7.95,251.5,2.15,2.26,2728.5,40004.5,134.64679521257267,30.74197755,76.81767472201017
3163,6.6,HITKASA TAILING DAM,CHHATTISGARH,2020,7.4,308.0,11.5,0.44,180.5,803.0,151.51812817724246,21.9443556,78.80206379267011
1549,7.3500000000000005,SALAULIM LAKE AT SALAULIM - SANGUEM,GOA,2020,7.05,52.0,1.1,0.215,87.5,181.5,47.496022881316605,15.3004543,74.0855134
2269,6.75,MAYEM LAKE,GOA,2020,6.25,57.0,0.1,0.215,1700.0,3550.0,64.07645517984855,15.5765136,73.9410291
3175,5.8,ANJUNEM LAKE,GOA,2020,6.6,59.5,1.05,0.215,274.0,466.5,50.89170282029007,15.3004543,74.0855134
3176,3.75,RUMDER LAKE,GOA,2020,6.75,7705.5,3.15,1.8599999999999999,4600.0,7850.0,181.18862576891084,15.3004543,74.0855134
3177,6.4,CARAMBOLIM LAKE,GOA,2020,7.199999999999999,214.5,1.85,0.31,1395.0,2845.0,90.88020534265863,15.3004543,74.0855134
3178,6.2,RAIA LAKE,GOA,2020,7.3999999999999995,147.5,1.9000000000000001,2.4450000000000003,3100.0,5100.0,134.20610285251666,15.3004543,74.0855134
3179,4.949999999999999,SAIPEM LAKE,GOA,2020,7.15,267.0,2.55,1.6099999999999999,5150.0,7950.0,187.56738106757584,15.3004543,74.0855134
3180,5.1499999999999995,CURTORIM LAKE,GOA,2020,6.75,866.5,3.15,1.035,4050.0,5850.0,160.23540013759896,15.2890843,74.01932923877243
4408,7.65,HARWALE WATER FALL,GOA,2020,6.75,104.0,1.2,0.28,3300.0,5250.0,113.96468106830253,15.3004543,74.0855134
1343,6.949999999999999,KANKORIA LAKE AT AHMEDABAD,GUJARAT,2020,8.4,3071.5,11.4,0.24,44.0,262.0,163.75538655797936,22.3850051,71.745261
1344,6.949999999999999,CHANDOLA LAKE AT AHMEDABAD,GUJARAT,2020,7.800000000000001,318.5,4.35,0.18,53.5,290.0,90.53433192170694,22.3850051,71.745261
1345,6.15,AJWAH LAKE AT SRI SAYAJI SABVAR,GUJARAT,2020,8.15,214.0,0.5,0.37,11.0,68.5,65.38549068237135,22.2973142,73.1942567
1346,4.449999999999999,SURSAGAR LAKE AT BARODA,GUJARAT,2020,7.85,1034.5,2.5999999999999996,0.45999999999999996,280.5,520.0,93.20184370552417,22.3850051,71.745261
1972,6.949999999999999,NALSAROVAR LAKE (SANAND),GUJARAT,2020,8.25,6750.5,9.4,0.21999999999999997,89.0,230.0,145.24835677449306,22.3850051,71.745261
1973,6.85,BINDUSAROVAR,GUJARAT,2020,7.699999999999999,2097.5,3.45,3.475,19.0,105.0,81.26216727695993,22.3850051,71.745261
1975,4.45,LAKHOTA TALAV,GUJARAT,2020,7.75,905.0,1.7,0.30000000000000004,6.5,22.0,77.27917477922112,22.4732415,70.0552102
